"id";"fecha";"core_empresa_id";"core_tercero_id";"codigo_referencia_tercero";"core_tipo_transaccion_id";"core_tipo_doc_app_id";"consecutivo";"teso_motivo_id";"teso_caja_id";"teso_cuenta_bancaria_id";"valor_movimiento";"documento_soporte";"descripcion";"estado";"creado_por";"modificado_por";"created_at";"updated_at"
"86988";"2021-06-02";"1";"24";;"47";"18";"80668";"1";"2";"0";"10450";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:45";"2021-06-02 12:56:45"
"86989";"2021-06-02";"1";"24";;"47";"18";"80669";"1";"2";"0";"32608";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:45";"2021-06-02 12:56:45"
"86990";"2021-06-02";"1";"24";;"47";"18";"80670";"1";"2";"0";"5108";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:45";"2021-06-02 12:56:45"
"86991";"2021-06-02";"1";"24";;"47";"18";"80671";"1";"2";"0";"18000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:45";"2021-06-02 12:56:45"
"86992";"2021-06-02";"1";"24";;"47";"18";"80672";"1";"2";"0";"6500";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:46";"2021-06-02 12:56:46"
"86993";"2021-06-02";"1";"24";;"47";"18";"80673";"1";"2";"0";"18115";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:46";"2021-06-02 12:56:46"
"86994";"2021-06-02";"1";"24";;"47";"18";"80674";"1";"2";"0";"66093";;;"Activo";"yeselith.almanza@avipoulet.com";"yeselith.almanza@avipoulet.com";"2021-06-02 12:56:46";"2021-06-02 12:56:46"
"86995";"2021-06-02";"1";"24";;"47";"18";"80675";"1";"2";"0";"22330";;"sñra basa";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:46";"2021-06-02 12:56:46"
"86996";"2021-06-02";"1";"24";;"47";"18";"80676";"1";"2";"0";"30630";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:47";"2021-06-02 12:56:47"
"86997";"2021-06-02";"1";"24";;"47";"18";"80677";"1";"2";"0";"43590";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:47";"2021-06-02 12:56:47"
"86998";"2021-06-02";"1";"24";;"47";"18";"80678";"1";"2";"0";"12330";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:47";"2021-06-02 12:56:47"
"86999";"2021-06-02";"1";"24";;"47";"18";"80680";"1";"2";"0";"10308";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:47";"2021-06-02 12:56:47"
"87000";"2021-06-02";"1";"24";;"47";"18";"80681";"1";"2";"0";"17880";;"chiki";"Activo";"yeselith.almanza@avipoulet.com";"yeselith.almanza@avipoulet.com";"2021-06-02 12:56:48";"2021-06-02 12:56:48"
"87001";"2021-06-02";"1";"24";;"47";"18";"80682";"1";"2";"0";"10600";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:48";"2021-06-02 12:56:48"
"87002";"2021-06-02";"1";"24";;"47";"18";"80683";"1";"2";"0";"12900";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:48";"2021-06-02 12:56:48"
"87003";"2021-06-02";"1";"24";;"47";"18";"80684";"1";"2";"0";"16523";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:48";"2021-06-02 12:56:48"
"87004";"2021-06-02";"1";"24";;"47";"18";"80685";"1";"2";"0";"6000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:49";"2021-06-02 12:56:49"
"87005";"2021-06-02";"1";"24";;"47";"18";"80686";"1";"2";"0";"83397";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:49";"2021-06-02 12:56:49"
"87006";"2021-06-02";"1";"24";;"47";"18";"80687";"1";"2";"0";"12208";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:49";"2021-06-02 12:56:49"
"87007";"2021-06-02";"1";"24";;"47";"18";"80688";"1";"2";"0";"8085";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:49";"2021-06-02 12:56:49"
"87008";"2021-06-02";"1";"24";;"47";"18";"80689";"1";"2";"0";"8013";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:50";"2021-06-02 12:56:50"
"87009";"2021-06-02";"1";"24";;"47";"18";"80690";"1";"2";"0";"23798";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:50";"2021-06-02 12:56:50"
"87010";"2021-06-02";"1";"24";;"47";"18";"80691";"1";"2";"0";"13598";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:50";"2021-06-02 12:56:50"
"87011";"2021-06-02";"1";"24";;"47";"18";"80692";"1";"2";"0";"66690";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:50";"2021-06-02 12:56:50"
"87012";"2021-06-02";"1";"24";;"47";"18";"80693";"1";"2";"0";"45608";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:51";"2021-06-02 12:56:51"
"87013";"2021-06-02";"1";"24";;"47";"18";"80694";"1";"2";"0";"47168";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:51";"2021-06-02 12:56:51"
"87014";"2021-06-02";"1";"24";;"47";"18";"80695";"1";"2";"0";"108282";;"poncho";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:51";"2021-06-02 12:56:51"
"87015";"2021-06-02";"1";"24";;"47";"18";"80696";"1";"2";"0";"7695";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:52";"2021-06-02 12:56:52"
"87016";"2021-06-02";"1";"24";;"47";"18";"80697";"1";"2";"0";"7078";;;"Activo";"yeselith.almanza@avipoulet.com";"yeselith.almanza@avipoulet.com";"2021-06-02 12:56:52";"2021-06-02 12:56:52"
"87017";"2021-06-02";"1";"24";;"47";"18";"80698";"1";"2";"0";"13935";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:52";"2021-06-02 12:56:52"
"87018";"2021-06-02";"1";"24";;"47";"18";"80700";"1";"2";"0";"16140";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:52";"2021-06-02 12:56:52"
"87019";"2021-06-02";"1";"24";;"47";"18";"80701";"1";"2";"0";"28830";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:53";"2021-06-02 12:56:53"
"87020";"2021-06-02";"1";"24";;"47";"18";"80702";"1";"2";"0";"44255";;"joel casa";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:53";"2021-06-02 12:56:53"
"87021";"2021-06-02";"1";"24";;"47";"18";"80703";"1";"2";"0";"135768";;"joel negocio";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:53";"2021-06-02 12:56:53"
"87022";"2021-06-02";"1";"24";;"47";"18";"80704";"1";"2";"0";"21870";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:53";"2021-06-02 12:56:53"
"87023";"2021-06-02";"1";"24";;"47";"18";"80705";"1";"2";"0";"31403";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:54";"2021-06-02 12:56:54"
"87024";"2021-06-02";"1";"24";;"47";"18";"80706";"1";"2";"0";"29956";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:54";"2021-06-02 12:56:54"
"87025";"2021-06-02";"1";"24";;"47";"18";"80707";"1";"2";"0";"3800";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:54";"2021-06-02 12:56:54"
"87026";"2021-06-02";"1";"24";;"47";"18";"80708";"1";"2";"0";"4000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:54";"2021-06-02 12:56:54"
"87027";"2021-06-02";"1";"24";;"47";"18";"80709";"1";"2";"0";"33375";;"arnaldo";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:55";"2021-06-02 12:56:55"
"87028";"2021-06-02";"1";"24";;"47";"18";"80710";"1";"2";"0";"18000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:55";"2021-06-02 12:56:55"
"87029";"2021-06-02";"1";"24";;"47";"18";"80711";"1";"2";"0";"4025";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:55";"2021-06-02 12:56:55"
"87030";"2021-06-02";"1";"24";;"47";"18";"80712";"1";"2";"0";"15332";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:55";"2021-06-02 12:56:55"
"87031";"2021-06-02";"1";"24";;"47";"18";"80713";"1";"2";"0";"31058";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:56";"2021-06-02 12:56:56"
"87032";"2021-06-02";"1";"24";;"47";"18";"80714";"1";"2";"0";"59660";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:56";"2021-06-02 12:56:56"
"87033";"2021-06-02";"1";"24";;"47";"18";"80715";"1";"2";"0";"11078";;"sñr julio";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:57";"2021-06-02 12:56:57"
"87034";"2021-06-02";"1";"24";;"47";"18";"80716";"1";"2";"0";"28875";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:57";"2021-06-02 12:56:57"
"87035";"2021-06-02";"1";"24";;"47";"18";"80717";"1";"2";"0";"25138";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:58";"2021-06-02 12:56:58"
"87036";"2021-06-02";"1";"24";;"47";"18";"80718";"1";"2";"0";"9500";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:58";"2021-06-02 12:56:58"
"87037";"2021-06-02";"1";"24";;"47";"18";"80719";"1";"2";"0";"30590";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:59";"2021-06-02 12:56:59"
"87038";"2021-06-02";"1";"24";;"47";"18";"80720";"1";"2";"0";"9263";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:59";"2021-06-02 12:56:59"
"87039";"2021-06-02";"1";"24";;"47";"18";"80721";"1";"2";"0";"4770";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:56:59";"2021-06-02 12:56:59"
"87040";"2021-06-02";"1";"24";;"47";"18";"80722";"1";"2";"0";"48000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:00";"2021-06-02 12:57:00"
"87041";"2021-06-02";"1";"24";;"47";"18";"80723";"1";"2";"0";"5292";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:00";"2021-06-02 12:57:00"
"87042";"2021-06-02";"1";"24";;"47";"18";"80724";"1";"2";"0";"15200";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:01";"2021-06-02 12:57:01"
"87043";"2021-06-02";"1";"24";;"47";"18";"80725";"1";"2";"0";"6888";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:01";"2021-06-02 12:57:01"
"87044";"2021-06-02";"1";"24";;"47";"18";"80726";"1";"2";"0";"17000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:01";"2021-06-02 12:57:01"
"87045";"2021-06-02";"1";"24";;"47";"18";"80728";"1";"2";"0";"57958";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:02";"2021-06-02 12:57:02"
"87046";"2021-06-02";"1";"24";;"47";"18";"80729";"1";"2";"0";"24903";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:02";"2021-06-02 12:57:02"
"87047";"2021-06-02";"1";"24";;"47";"18";"80730";"1";"2";"0";"8193";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:03";"2021-06-02 12:57:03"
"87048";"2021-06-02";"1";"24";;"47";"18";"80731";"1";"2";"0";"3000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:03";"2021-06-02 12:57:03"
"87049";"2021-06-02";"1";"24";;"47";"18";"80732";"1";"2";"0";"9000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:04";"2021-06-02 12:57:04"
"87050";"2021-06-02";"1";"24";;"47";"18";"80733";"1";"2";"0";"22855";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:04";"2021-06-02 12:57:04"
"87051";"2021-06-02";"1";"24";;"47";"18";"80734";"1";"2";"0";"17500";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:05";"2021-06-02 12:57:05"
"87052";"2021-06-02";"1";"24";;"47";"18";"80735";"1";"2";"0";"5000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:05";"2021-06-02 12:57:05"
"87053";"2021-06-02";"1";"24";;"47";"18";"80736";"1";"2";"0";"3753";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:05";"2021-06-02 12:57:05"
"87054";"2021-06-02";"1";"1213";;"47";"18";"80737";"1";"2";"0";"128258";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:05";"2021-06-02 12:57:05"
"87055";"2021-06-02";"1";"24";;"47";"18";"80738";"1";"2";"0";"9600";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:06";"2021-06-02 12:57:06"
"87056";"2021-06-02";"1";"24";;"47";"18";"80741";"1";"2";"0";"3500";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:06";"2021-06-02 12:57:06"
"87057";"2021-06-02";"1";"24";;"47";"18";"80742";"1";"2";"0";"9240";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:06";"2021-06-02 12:57:06"
"87058";"2021-06-02";"1";"24";;"47";"18";"80743";"1";"2";"0";"17068";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:06";"2021-06-02 12:57:06"
"87059";"2021-06-02";"1";"24";;"47";"18";"80744";"1";"2";"0";"6750";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:07";"2021-06-02 12:57:07"
"87060";"2021-06-02";"1";"24";;"47";"18";"80745";"1";"2";"0";"10070";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:07";"2021-06-02 12:57:07"
"87061";"2021-06-02";"1";"24";;"47";"18";"80746";"1";"2";"0";"1995";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:07";"2021-06-02 12:57:07"
"87062";"2021-06-02";"1";"24";;"47";"18";"80747";"1";"2";"0";"3000";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:07";"2021-06-02 12:57:07"
"87063";"2021-06-02";"1";"24";;"47";"18";"80748";"1";"2";"0";"7980";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:08";"2021-06-02 12:57:08"
"87064";"2021-06-02";"1";"24";;"47";"18";"80749";"1";"2";"0";"19684";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:08";"2021-06-02 12:57:08"
"87065";"2021-06-02";"1";"24";;"47";"18";"80750";"1";"2";"0";"17955";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:08";"2021-06-02 12:57:08"
"87066";"2021-06-02";"1";"24";;"47";"18";"80751";"1";"2";"0";"49994";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:08";"2021-06-02 12:57:08"
"87067";"2021-06-02";"1";"24";;"47";"18";"80752";"1";"2";"0";"90788";;"cholo";"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:09";"2021-06-02 12:57:09"
"87068";"2021-06-02";"1";"24";;"47";"18";"80753";"1";"2";"0";"20625";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:09";"2021-06-02 12:57:09"
"87069";"2021-06-02";"1";"24";;"47";"18";"80754";"1";"2";"0";"26278";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:09";"2021-06-02 12:57:09"
"87070";"2021-06-02";"1";"24";;"47";"18";"80755";"1";"2";"0";"38366";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:09";"2021-06-02 12:57:09"
"87071";"2021-06-02";"1";"24";;"47";"18";"80756";"1";"2";"0";"23485";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:10";"2021-06-02 12:57:10"
"87072";"2021-06-02";"1";"24";;"47";"18";"80757";"1";"2";"0";"16830";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:10";"2021-06-02 12:57:10"
"87073";"2021-06-02";"1";"24";;"47";"18";"80758";"1";"2";"0";"7200";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:10";"2021-06-02 12:57:10"
"87074";"2021-06-02";"1";"24";;"47";"18";"80759";"1";"2";"0";"49630";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:10";"2021-06-02 12:57:10"
"87075";"2021-06-02";"1";"24";;"47";"18";"80760";"1";"2";"0";"32727";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:10";"2021-06-02 12:57:10"
"87076";"2021-06-02";"1";"24";;"47";"18";"80761";"1";"2";"0";"5670";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:11";"2021-06-02 12:57:11"
"87077";"2021-06-02";"1";"24";;"47";"18";"80762";"1";"2";"0";"5320";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:11";"2021-06-02 12:57:11"
"87078";"2021-06-02";"1";"24";;"47";"18";"80763";"1";"2";"0";"6405";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:11";"2021-06-02 12:57:11"
"87079";"2021-06-02";"1";"24";;"47";"18";"80764";"1";"2";"0";"24540";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:11";"2021-06-02 12:57:11"
"87080";"2021-06-02";"1";"24";;"47";"18";"80765";"1";"2";"0";"22960";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:12";"2021-06-02 12:57:12"
"87081";"2021-06-02";"1";"24";;"47";"18";"80766";"1";"2";"0";"14915";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:12";"2021-06-02 12:57:12"
"87082";"2021-06-02";"1";"24";;"47";"18";"80767";"1";"2";"0";"4800";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:12";"2021-06-02 12:57:12"
"87083";"2021-06-02";"1";"24";;"47";"18";"80769";"1";"2";"0";"18100";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:12";"2021-06-02 12:57:12"
"87084";"2021-06-02";"1";"24";;"47";"18";"80770";"1";"2";"0";"110400";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:13";"2021-06-02 12:57:13"
"87085";"2021-06-02";"1";"24";;"47";"18";"80772";"1";"2";"0";"28500";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:13";"2021-06-02 12:57:13"
"87086";"2021-06-02";"1";"24";;"47";"18";"80773";"1";"2";"0";"105070";;;"Activo";"yeselith.almanza@avipoulet.com";;"2021-06-02 12:57:13";"2021-06-02 12:57:13"
